Number,Name,Theme,Subtheme,Year,Pieces,Minifigs,Availability,Retired,ReleasedDate,RetiredDate,Retail,Paid,Value,Growth,Condition,Date,Notes,Collection,Status,URL
10802-1,Savanna,Duplo,,2016,18,1,Retail,True,02/01/2016,11/02/2017,"19;99 €","19;99 €","40;73 €",103.73,New,,,Default,Owned,https://www.brickeconomy.com/set/10802-1/lego-duplo-savanna
10803-1,Arctic,Duplo,,2016,40,2,Retail,True,02/01/2016,18/11/2017,"29;99 €","29;99 €","84;71 €",182.46,New,,,Default,Owned,https://www.brickeconomy.com/set/10803-1/lego-duplo-arctic
10804-1,Jungle,Duplo,,2016,86,2,Retail,True,02/01/2016,15/12/2017,"59;99 €","59;99 €","84;36 €",40.62,New,,,Default,Owned,https://www.brickeconomy.com/set/10804-1/lego-duplo-jungle
10805-1,Around the World,Duplo,,2016,163,5,Retail,True,02/01/2016,10/12/2018,"99;99 €","99;99 €","193;56 €",93.58,New,,,Default,Owned,https://www.brickeconomy.com/set/10805-1/lego-duplo-around-the-world
10806-1,Horses,Duplo,,2016,20,1,Retail,True,02/01/2016,21/11/2016,"14;99 €","14;99 €","44;70 €",198.17,New,,,Default,Owned,https://www.brickeconomy.com/set/10806-1/lego-duplo-horses
10807-1,Horse Trailer,Duplo,,2016,15,2,Retail,True,02/01/2016,26/11/2016,"19;99 €","19;99 €","60;73 €",203.80,New,,,Default,Owned,https://www.brickeconomy.com/set/10807-1/lego-duplo-horse-trailer
10808-1,Little Plane,Duplo,,2016,13,1,Retail,True,02/01/2016,28/11/2017,"9;99 €","9;99 €","25;11 €",151.32,New,,,Default,Owned,https://www.brickeconomy.com/set/10808-1/lego-duplo-little-plane
10809-1,Police Patrol,Duplo,,2016,15,2,Retail,True,02/01/2016,13/12/2018,"14;99 €","14;99 €","70;39 €",369.59,New,,,Default,Owned,https://www.brickeconomy.com/set/10809-1/lego-duplo-police-patrol
10810-1,Push Train,Duplo,Trains,2016,45,2,Retail,True,22/05/2016,28/11/2017,"29;99 €","29;99 €","95;81 €",219.49,New,,,Default,Owned,https://www.brickeconomy.com/set/10810-1/lego-duplo-push-train
10811-1,Backhoe Loader,Duplo,Construction,2016,19,1,Retail,True,08/06/2016,19/11/2017,"14;99 €","14;99 €","70;53 €",370.53,New,,,Default,Owned,https://www.brickeconomy.com/set/10811-1/lego-duplo-construction-backhoe-loader
10812-1,Truck & Tracked Excavator,Duplo,Construction,2016,28,2,Retail,True,22/05/2016,21/07/2020,"19;49 €","19;49 €","29;12 €",49.41,New,,,Default,Owned,https://www.brickeconomy.com/set/10812-1/lego-duplo-construction-truck-tracked-excavator
10813-1,Big Construction Site,Duplo,Construction,2016,67,3,Retail,True,22/05/2016,03/12/2019,"49;99 €","49;99 €","131;99 €",164.04,New,,,Default,Owned,https://www.brickeconomy.com/set/10813-1/lego-duplo-big-construction-site
10814-1,Tow Truck,Duplo,,2016,28,2,Retail,True,02/01/2016,13/12/2016,"19;99 €","19;99 €","27;12 €",35.68,New,,,Default,Owned,https://www.brickeconomy.com/set/10814-1/lego-duplo-tow-truck
10815-1,My First Rocket,Duplo,My First,2016,18,0,Retail,True,02/01/2016,08/08/2017,"9;99 €","9;99 €","22;45 €",124.71,New,,,Default,Owned,https://www.brickeconomy.com/set/10815-1/lego-duplo-my-first-rocket
10816-1,My First Cars and Trucks,Duplo,My First,2016,36,0,Retail,True,02/01/2016,20/11/2018,"19;99 €","19;99 €","86;98 €",335.11,New,,,Default,Owned,https://www.brickeconomy.com/set/10816-1/lego-duplo-my-first-cars-and-trucks
10817-1,Creative Chest,Duplo,,2016,70,0,Retail,True,02/01/2016,07/11/2017,"24;99 €","24;99 €","28;55 €",14.23,New,,,Default,Owned,https://www.brickeconomy.com/set/10817-1/lego-duplo-creative-chest
10818-1,My First Truck,Duplo,My First,2016,29,2,Retail,True,02/01/2016,01/12/2017,"19;99 €","19;99 €","76;45 €",282.46,New,,,Default,Owned,https://www.brickeconomy.com/set/10818-1/lego-duplo-my-first-truck
10819-1,My First Garden,Duplo,My First,2016,25,2,Retail,True,02/01/2016,30/11/2016,"19;99 €","19;99 €","26;03 €",30.22,New,,,Default,Owned,https://www.brickeconomy.com/set/10819-1/lego-duplo-my-first-garden
10822-1,Sofia the First Magical Carriage,Duplo,Sofia the First,2016,30,1,Retail,True,22/05/2016,16/01/2018,"29;99 €","29;99 €","79;16 €",163.94,New,,,Default,Owned,https://www.brickeconomy.com/set/10822-1/lego-duplo-sofia-the-first-magical-carriage
10824-1,"Miles' Space Adventures",Duplo,Miles from Tomorrowland,2016,23,1,Retail,True,02/01/2016,19/05/2017,"19;99 €","19;99 €","21;34 €",6.75,New,,,Default,Owned,https://www.brickeconomy.com/set/10824-1/lego-duplo-miles-from-tomorrowland-miles-space-adventures
10825-1,"Miles' Exo-Flex Suit",Duplo,Miles from Tomorrowland,2016,37,1,Retail,True,01/08/2016,07/03/2017,"21;99 €","21;99 €","57;49 €",161.42,New,,,Default,Owned,https://www.brickeconomy.com/set/10825-1/lego-duplo-miles-from-tomorrowland-miles-exo-flex-suit
10826-1,"Miles' Stellosphere Hangar",Duplo,Miles from Tomorrowland,2016,44,1,Retail,True,02/01/2016,20/04/2017,"34;99 €","34;99 €","46;71 €",33.50,New,,,Default,Owned,https://www.brickeconomy.com/set/10826-1/duplo-miles-from-tomorrowland-miles-stellosphere-hangar
10827-1,Mickey & Friends Beach House,Duplo,Mickey Mouse Clubhouse,2016,48,3,Retail,True,22/05/2016,05/08/2018,"34;99 €","34;99 €","96;83 €",176.73,New,,,Default,Owned,https://www.brickeconomy.com/set/10827-1/lego-duplo-mickey-mouse-clubhouse-mickey-friends-house
10828-1,"Doc McStuffins' Pet Vet Care",Duplo,Doc McStuffins,2016,30,1,Retail,True,22/05/2016,09/12/2017,"24;99 €","24;99 €","46;13 €",84.59,New,,,Default,Owned,https://www.brickeconomy.com/set/10828-1/lego-duplo-doc-mcstuffins-pet-vet-care
10829-1,"Mickey's Workshop",Duplo,Mickey Mouse Clubhouse,2016,18,1,Retail,True,02/01/2016,02/12/2016,"19;99 €","19;99 €","30;18 €",51.00,New,,,Default,Owned,https://www.brickeconomy.com/set/10829-1/lego-duplo-mickey-mouse-clubhouse-mickeys-workshop
10830-1,"Minnie's Cafe",Duplo,,2016,27,1,Retail,True,02/01/2016,07/12/2017,"19;99 €","19;99 €","57;74 €",188.83,New,,,Default,Owned,https://www.brickeconomy.com/set/10830-1/lego-duplo-minnies-cafe
10831-1,My First Caterpillar,Duplo,My First,2016,19,0,Retail,True,02/01/2016,10/03/2018,"9;99 €","9;99 €","13;48 €",34.95,New,,,Default,Owned,https://www.brickeconomy.com/set/10831-1/lego-duplo-my-first-caterpillar
21026-1,Venice,Architecture,Skylines,2016,212,0,RetailLimited,True,02/01/2016,25/11/2017,"29;99 €","29;99 €","200;88 €",569.82,New,,,Default,Owned,https://www.brickeconomy.com/set/21026-1/lego-architecture-skylines-venice
21027-1,Berlin,Architecture,Skylines,2016,289,0,RetailLimited,True,02/01/2016,19/11/2017,"29;99 €","29;99 €","213;25 €",611.07,New,,,Default,Owned,https://www.brickeconomy.com/set/21027-1/lego-architecture-skylines-berlin
21028-1,New York City,Architecture,Skylines,2016,598,0,RetailLimited,False,02/01/2016,30/06/2025,"49;99 €","49;99 €","52;79 €",5.60,New,,,Default,Owned,https://www.brickeconomy.com/set/21028-1/lego-architecture-skylines-new-york-city
21029-1,Buckingham Palace,Architecture,Landmark Series,2016,780,0,RetailLimited,True,17/09/2016,24/11/2018,"49;99 €","49;99 €","104;72 €",109.48,New,,,Default,Owned,https://www.brickeconomy.com/set/21029-1/lego-architecture-buckingham-palace
21030-1,United States Capitol Building,Architecture,Landmark Series,2016,1032,0,RetailLimited,True,17/09/2016,29/11/2019,"99;99 €","99;99 €","128;23 €",28.25,New,,,Default,Owned,https://www.brickeconomy.com/set/21030-1/lego-architecture-united-states-capitol-building
21031-1,Burj Khalifa,Architecture,Landmark Series,2016,333,0,RetailLimited,True,02/01/2016,18/12/2017,"39;99 €","39;99 €","90;86 €",127.21,New,,,Default,Owned,https://www.brickeconomy.com/set/21031-1/lego-architecture-burj-khalifa
21123-1,The Iron Golem,Minecraft,Minifig-scale,2016,208,2,Retail,True,01/03/2016,03/12/2018,"19;99 €","19;99 €","35;16 €",75.91,New,,,Default,Owned,https://www.brickeconomy.com/set/21123-1/lego-minecraft-the-iron-golem
21124-1,The End Portal,Minecraft,Minifig-scale,2016,559,3,Retail,True,01/03/2016,01/12/2017,"59;99 €","59;99 €","182;46 €",204.15,New,,,Default,Owned,https://www.brickeconomy.com/set/21124-1/lego-minecraft-the-end-portal
21125-1,The Jungle Tree House,Minecraft,Minifig-scale,2016,706,4,Retail,True,01/03/2016,16/11/2017,"89;99 €","89;99 €","170;95 €",89.96,New,,,Default,Owned,https://www.brickeconomy.com/set/21125-1/lego-minecraft-the-jungle-tree-house
21126-1,The Wither,Minecraft,Minifig-scale,2016,318,3,Retail,True,01/03/2016,19/11/2017,"34;99 €","34;99 €","178;43 €",409.94,New,,,Default,Owned,https://www.brickeconomy.com/set/21126-1/lego-minecraft-the-wither
21127-1,The Fortress,Minecraft,Minifig-scale,2016,984,0,Retail,True,17/09/2016,05/12/2017,"109;99 €","109;99 €","256;02 €",132.77,New,,,Default,Owned,https://www.brickeconomy.com/set/21127-1/lego-minecraft-the-fortress
21128-1,The Village,Minecraft,Minifig-scale,2016,1600,9,Exclusive,True,01/06/2016,16/12/2017,"199;99 €","199;99 €","589;45 €",194.74,New,,,Default,Owned,https://www.brickeconomy.com/set/21128-1/lego-minecraft-the-village
21305-1,Maze,Ideas,,2016,769,0,RetailLimited,True,02/04/2016,25/11/2016,"69;99 €","69;99 €","155;95 €",122.82,New,,,Default,Owned,https://www.brickeconomy.com/set/21305-1/lego-ideas-maze
30278-1,"Poe's X-wing Fighter",Star Wars,The Force Awakens,2016,64,0,RetailLimited,True,25/01/2016,29/04/2017,"3;99 €","3;99 €","5;64 €",41.37,New,,,Default,Owned,https://www.brickeconomy.com/set/30278-1/lego-star-wars-poes-x-wing-fighter
30279-1,"Kylo Ren's Command Shuttle",Star Wars,The Force Awakens,2016,43,0,Promotional,True,15/07/2016,01/10/2016,"0;00 €","0;00 €","4;71 €",370.80,New,,,Default,Owned,https://www.brickeconomy.com/set/30279-1/lego-star-wars-kylo-rens-command-shuttle
30321-1,Duck,Duplo,,2016,4,0,Promotional,True,01/03/2016,01/03/2018,"0;00 €","0;00 €","3;90 €",289.84,New,,,Default,Owned,https://www.brickeconomy.com/set/30321-1/lego-duplo-duck
30346-1,Prison Island Helicopter,City,Prison Island,2016,46,1,Promotional,True,08/10/2016,08/10/2018,"3;51 €","3;51 €","4;45 €",26.82,New,,,Default,Owned,https://www.brickeconomy.com/set/30346-1/lego-city-prison-island-helicopter
30347-1,Fire Car,City,Fire,2016,53,1,RetailLimited,True,01/02/2016,01/03/2016,"3;51 €","3;51 €","4;44 €",26.57,New,,,Default,Owned,https://www.brickeconomy.com/set/30347-1/lego-city-fire-car
30348-1,Mini Dumper,City,Construction,2016,45,1,RetailLimited,True,06/05/2016,01/07/2016,"4;99 €","4;99 €","5;55 €",11.28,New,,,Default,Owned,https://www.brickeconomy.com/set/30348-1/lego-city-construction-mini-dumper
30349-1,Sports Car,City,,2016,47,1,RetailLimited,True,25/01/2016,28/02/2016,"3;51 €","3;51 €","4;40 €",25.31,New,,,Default,Owned,https://www.brickeconomy.com/set/30349-1/lego-city-sports-car
30371-1,"Knight's Cycle",Nexo Knights,Miscellaneous,2016,38,1,Promotional,True,11/07/2016,11/07/2018,"3;51 €","3;51 €","3;85 €",9.77,New,,,Default,Owned,https://www.brickeconomy.com/set/30371-1/lego-nexo-knights-knights-cycle
30372-1,"Robin's Mini Fortrex",Nexo Knights,Miscellaneous,2016,45,1,Promotional,True,15/02/2016,15/02/2018,"0;00 €","0;00 €","2;80 €",179.84,New,,,Default,Owned,https://www.brickeconomy.com/set/30372-1/lego-nexo-knights-robins-mini-fortrex
30375-1,"Sira's Adventurous Airglider",Elves,,2016,24,1,Promotional,True,25/04/2016,25/04/2018,"0;00 €","0;00 €","13;92 €",1292.16,New,,,Default,Owned,https://www.brickeconomy.com/set/30375-1/lego-elves-siras-adventurous-airglider
30397-1,"Olaf's Summertime Fun",Disney Princess,Frozen,2016,48,1,Promotional,True,17/01/2016,17/01/2018,"0;00 €","0;00 €","5;47 €",447.36,New,,,Default,Owned,https://www.brickeconomy.com/set/30397-1/lego-disney-princess-frozen-olafs-summertime-fun
30398-1,Adventure Camp Bridge,Friends,Adventure Camp,2016,37,1,Promotional,True,16/01/2016,31/01/2016,"0;00 €","0;00 €","4;31 €",331.20,New,,,Default,Owned,https://www.brickeconomy.com/set/30398-1/lego-friends-adventure-camp-bridge
30421-1,Skybound Plane,Ninjago,Skybound,2016,30,1,Retail,True,01/02/2016,01/03/2016,"3;51 €","3;51 €","5;54 €",57.89,New,,,Default,Owned,https://www.brickeconomy.com/set/30421-1/lego-ninjago-skybound-plane
30422-1,"Kai's Mini Dragon",Ninjago,Skybound,2016,39,1,Promotional,True,01/03/2016,25/03/2016,"0;00 €","0;00 €","4;63 €",362.88,New,,,Default,Owned,https://www.brickeconomy.com/set/30422-1/lego-ninjago-skybound-kais-mini-dragon
30446-1,The Batmobile,DC Comics Super Heroes,DC Extended Universe,2016,63,0,RetailLimited,True,18/03/2016,18/03/2018,"3;51 €","3;51 €","4;02 €",14.54,New,,,Default,Owned,https://www.brickeconomy.com/set/30446-1/lego-the-batmobile
30472-1,Parrot,Creator,,2016,43,0,Promotional,True,01/05/2016,01/05/2018,"0;00 €","0;00 €","3;10 €",209.76,New,,,Default,Owned,https://www.brickeconomy.com/set/30472-1/lego-creator-parrot
30601-1,Scooby-Doo,Scooby-Doo,,2016,2,1,Promotional,True,01/05/2016,01/05/2018,"0;00 €","0;00 €","15;83 €",1483.12,New,,,Default,Owned,https://www.brickeconomy.com/set/30601-1/lego-scooby-doo
30602-1,First Order Stormtrooper,Star Wars,The Force Awakens,2016,7,1,Promotional,True,01/05/2016,04/05/2016,"0;00 €","0;00 €","9;90 €",890.00,New,,,Default,Owned,https://www.brickeconomy.com/set/30602-1/lego-star-wars-first-order-stormtrooper
30603-1,Mr. Freeze,DC Comics Super Heroes,Classic Batman TV Series,2016,16,1,Promotional,True,01/04/2016,15/04/2016,"0;00 €","0;00 €","8;03 €",702.56,New,,,Default,Owned,https://www.brickeconomy.com/set/30603-1/lego-classic-batman-tv-series-mr-freeze
30604-1,Cosmic Boy,DC Comics Super Heroes,,2016,7,1,Promotional,True,01/03/2016,01/03/2018,"0;00 €","0;00 €","8;80 €",780.00,New,,,Default,Owned,https://www.brickeconomy.com/set/30604-1/lego-cosmic-boy
30606-1,Nightwing,DC Comics Super Heroes,Batman,2016,6,1,Promotional,True,01/06/2016,01/06/2018,"0;00 €","0;00 €","16;31 €",1530.64,New,,,Default,Owned,https://www.brickeconomy.com/set/30606-1/lego-batman-nightwing
31040-1,Desert Racers,Creator,,2016,65,0,Retail,True,02/12/2015,20/11/2016,"4;99 €","4;99 €","13;76 €",175.82,New,,,Default,Owned,https://www.brickeconomy.com/set/31040-1/lego-creator-desert-racers
31041-1,Construction Vehicles,Creator,,2016,64,0,Retail,True,02/12/2015,25/11/2016,"4;99 €","4;99 €","17;32 €",247.06,New,,,Default,Owned,https://www.brickeconomy.com/set/31041-1/lego-creator-construction-vehicles
31042-1,Super Soarer,Creator,,2016,100,0,Retail,True,02/12/2015,15/01/2018,"9;99 €","9;99 €","24;23 €",142.51,New,,,Default,Owned,https://www.brickeconomy.com/set/31042-1/lego-creator-super-soarer
31043-1,Chopper Transporter,Creator,,2016,124,0,Retail,True,02/12/2015,14/12/2016,"9;99 €","9;99 €","19;27 €",92.91,New,,,Default,Owned,https://www.brickeconomy.com/set/31043-1/lego-creator-chopper-transporter
31044-1,Park Animals,Creator,,2016,202,0,Retail,True,02/12/2015,20/11/2016,"14;99 €","14;99 €","31;29 €",108.76,New,,,Default,Owned,https://www.brickeconomy.com/set/31044-1/lego-creator-park-animals
31045-1,Ocean Explorer,Creator,,2016,213,0,Retail,True,02/12/2015,15/01/2018,"14;99 €","14;99 €","34;72 €",131.59,New,,,Default,Owned,https://www.brickeconomy.com/set/31045-1/lego-creator-ocean-explorer
31046-1,Fast Car,Creator,,2016,222,0,Retail,True,02/12/2015,22/11/2017,"19;99 €","19;99 €","23;59 €",18.02,New,,,Default,Owned,https://www.brickeconomy.com/set/31046-1/lego-creator-fast-car
31047-1,Propeller Plane,Creator,,2016,230,0,Retail,True,02/01/2016,28/12/2017,"19;99 €","19;99 €","36;24 €",81.28,New,,,Default,Owned,https://www.brickeconomy.com/set/31047-1/lego-creator-propeller-plane
31048-1,Lakeside Lodge,Creator,,2016,368,1,Retail,True,02/01/2016,25/11/2017,"24;99 €","24;99 €","49;32 €",97.37,New,,,Default,Owned,https://www.brickeconomy.com/set/31048-1/lego-creator-lakeside-lodge
31049-1,Twin Spin Helicopter,Creator,,2016,326,0,Retail,True,22/05/2016,23/03/2018,"29;99 €","29;99 €","34;50 €",15.03,New,,,Default,Owned,https://www.brickeconomy.com/set/31049-1/lego-creator-twin-spin-helicopter
31050-1,Corner Deli,Creator,,2016,467,2,Retail,True,02/01/2016,25/11/2017,"34;99 €","34;99 €","55;75 €",59.33,New,,,Default,Owned,https://www.brickeconomy.com/set/31050-1/lego-creator-corner-deli
31051-1,Lighthouse Point,Creator,,2016,528,2,Retail,True,22/05/2016,10/12/2017,"49;99 €","49;99 €","92;66 €",85.37,New,,,Default,Owned,https://www.brickeconomy.com/set/31051-1/lego-creator-lighthouse-point
31052-1,Vacation Getaways,Creator,,2016,792,2,Retail,True,22/05/2016,09/11/2017,"59;99 €","59;99 €","98;56 €",64.29,New,,,Default,Owned,https://www.brickeconomy.com/set/31052-1/lego-creator-vacation-getaways
31053-1,Treehouse Adventures,Creator,,2016,387,0,Retail,True,22/05/2016,25/11/2017,"29;99 €","29;99 €","39;22 €",30.78,New,,,Default,Owned,https://www.brickeconomy.com/set/31053-1/lego-creator-treehouse-adventures
40165-1,Minifigure Wedding Favor Set,Exclusive,,2016,89,2,Exclusive,True,01/03/2016,24/11/2017,"7;99 €","7;99 €","35;38 €",342.86,New,,,Default,Owned,https://www.brickeconomy.com/set/40165-1/lego-minifigure-wedding-favor-set
40166-1,LEGOLAND Train,Promotional,LEGOLAND,2016,210,4,Promotional,True,24/02/2016,24/02/2018,"17;59 €","17;59 €","21;20 €",20.51,New,,,Default,Owned,https://www.brickeconomy.com/set/40166-1/legoland-train
40167-1,My First Set Give Away,Duplo,My First,2016,10,0,Promotional,True,01/01/2016,01/01/2018,"0;00 €","0;00 €","3;01 €",200.96,New,,,Default,Owned,https://www.brickeconomy.com/set/40167-1/lego-duplo-my-first-set-give-away
40201-1,"Valentine's Cupid Dog",Seasonal,"Valentine's Day",2016,150,0,Exclusive,True,02/01/2016,22/02/2016,"9;99 €","9;99 €","19;59 €",96.08,New,,,Default,Owned,https://www.brickeconomy.com/set/40201-1/lego-valentines-day-valentines-cupid-dog
40202-1,Easter Chick,Seasonal,Easter,2016,111,0,Exclusive,True,01/03/2016,21/06/2016,"9;99 €","9;99 €","11;55 €",15.66,New,,,Default,Owned,https://www.brickeconomy.com/set/40202-1/lego-easter-chick
40208-1,Polar Bear,Promotional,Monthly Mini Model Build,2016,0,0,Promotional,True,01/01/2016,01/01/2018,"0;00 €","0;00 €","7;32 €",632.16,New,,,Default,Owned,https://www.brickeconomy.com/set/40208-1/lego-monthly-mini-model-build-polar-bear
40210-1,Bunny,Promotional,Monthly Mini Model Build,2016,0,0,Promotional,True,01/03/2016,02/03/2016,"0;00 €","0;00 €","6;63 €",562.64,New,,,Default,Owned,https://www.brickeconomy.com/set/40210-1/lego-monthly-mini-model-build-bunny
40214-1,Frog,Promotional,Monthly Mini Model Build,2016,0,0,Promotional,True,05/07/2016,06/07/2016,"0;00 €","0;00 €","8;90 €",789.68,New,,,Default,Owned,https://www.brickeconomy.com/set/40214-1/lego-monthly-mini-model-build-frog
40215-1,Apple,Promotional,Monthly Mini Model Build,2016,0,0,Promotional,True,02/08/2016,03/08/2016,"0;00 €","0;00 €","7;22 €",622.48,New,,,Default,Owned,https://www.brickeconomy.com/set/40215-1/lego-monthly-mini-model-build-apple
40216-1,School Bus,Promotional,Monthly Mini Model Build,2016,0,0,Promotional,True,06/09/2016,07/09/2016,"0;00 €","0;00 €","6;73 €",573.20,New,,,Default,Owned,https://www.brickeconomy.com/set/40216-1/lego-monthly-mini-model-build-school-bus
40217-1,Werewolf,Promotional,Monthly Mini Model Build,2016,0,0,Promotional,True,04/10/2016,05/10/2016,"0;00 €","0;00 €","5;32 €",431.52,New,,,Default,Owned,https://www.brickeconomy.com/set/40217-1/lego-monthly-mini-model-build-werewolf
40218-1,Fox,Promotional,Monthly Mini Model Build,2016,0,0,Promotional,True,01/11/2016,02/11/2016,"0;00 €","0;00 €","5;38 €",437.68,New,,,Default,Owned,https://www.brickeconomy.com/set/40218-1/lego-monthly-mini-model-build-fox
40219-1,Christmas Present,Promotional,Monthly Mini Model Build,2016,0,0,Promotional,True,01/12/2016,01/12/2018,"0;00 €","0;00 €","5;90 €",489.60,New,,,Default,Owned,https://www.brickeconomy.com/set/40219-1/lego-monthly-mini-model-build-christmas-present
40221-1,Fountain,Creator,,2016,105,0,Promotional,True,01/06/2016,17/11/2017,"9;99 €","9;99 €","17;85 €",78.64,New,,,Default,Owned,https://www.brickeconomy.com/set/40221-1/lego-creator-fountain
40223-1,Christmas Ornament,Seasonal,Christmas,2016,215,1,Promotional,True,01/11/2016,02/10/2018,"9;99 €","9;99 €","40;92 €",309.61,New,,,Default,Owned,https://www.brickeconomy.com/set/40223-1/lego-christmas-ornament
40225-1,Rio 2016 Mascots,Promotional,Miscellaneous,2016,197,0,Promotional,True,01/08/2016,21/08/2016,"39;99 €","39;99 €","52;62 €",31.57,New,,,Default,Owned,https://www.brickeconomy.com/set/40225-1/lego-rio-2016-mascots
40227-1,MSC Meraviglia Cruise Ship,Promotional,Ferries,2016,180,0,Promotional,True,01/01/2016,01/01/2018,"39;99 €","39;99 €","53;85 €",34.65,New,,,Default,Owned,https://www.brickeconomy.com/set/40227-1/lego-ferries-msc-meraviglia-cruise-ship
41065-1,"Rapunzel's Best Day Ever",Disney Princess,Tangled,2016,145,1,Retail,True,01/08/2016,18/11/2017,"17;59 €","17;59 €","27;40 €",55.78,New,,,Default,Owned,https://www.brickeconomy.com/set/41065-1/lego-disney-princess-tangled-rapunzels-best-day-ever
41066-1,"Anna & Kristoff's Sleigh Adventure",Disney Princess,Frozen,2016,174,2,Retail,True,02/12/2015,09/12/2017,"29;99 €","29;99 €","33;67 €",12.27,New,,,Default,Owned,https://www.brickeconomy.com/set/41066-1/disney-princess-frozen-anna-kristoffs-sleigh-adventure
41067-1,"Belle's Enchanted Castle",Disney Princess,Beauty and the Beast,2016,374,0,Retail,True,01/08/2016,03/12/2017,"49;99 €","49;99 €","91;08 €",82.20,New,,,Default,Owned,https://www.brickeconomy.com/set/41067-1/belles-enchanted-castle
41068-1,Arendelle Castle Celebration,Disney Princess,Frozen,2016,477,6,Retail,True,02/12/2015,26/11/2017,"59;99 €","59;99 €","61;78 €",2.99,New,,,Default,Owned,https://www.brickeconomy.com/set/41068-1/lego-disney-princess-frozen-arendelle-castle-celebration
41069-1,"Treasure's Day at the Pool",Disney Princess,Palace Pets,2016,70,0,Retail,True,02/01/2016,29/11/2016,"7;99 €","7;99 €","12;26 €",53.42,New,,,Default,Owned,https://www.brickeconomy.com/set/41069-1/lego-disney-princess-palace-pets-treasures-day-at-the-pool
41110-1,Birthday Party,Friends,Party,2016,191,0,Retail,True,02/01/2016,02/12/2016,"19;99 €","19;99 €","24;49 €",22.51,New,,,Default,Owned,https://www.brickeconomy.com/set/41110-1/lego-friends-birthday-party
41111-1,Party Train,Friends,Party,2016,109,1,Retail,True,02/01/2016,29/11/2016,"9;99 €","9;99 €","11;34 €",13.55,New,,,Default,Owned,https://www.brickeconomy.com/set/41111-1/lego-friends-train
41112-1,Party Cakes,Friends,Party,2016,50,0,Retail,True,02/01/2016,04/12/2016,"4;99 €","4;99 €","8;54 €",71.06,New,,,Default,Owned,https://www.brickeconomy.com/set/41112-1/lego-friends-cakes
41113-1,Party Gift Shop,Friends,Party,2016,52,0,Retail,True,02/01/2016,15/12/2016,"4;99 €","4;99 €","7;14 €",43.02,New,,,Default,Owned,https://www.brickeconomy.com/set/41113-1/lego-friends-gift-shop
41114-1,Party Styling,Friends,Party,2016,54,0,Retail,True,02/01/2016,25/11/2016,"4;99 €","4;99 €","8;18 €",64.01,New,,,Default,Owned,https://www.brickeconomy.com/set/41114-1/lego-friends-styling
41115-1,"Emma's Creative Workshop",Friends,,2016,108,1,Retail,True,02/01/2016,28/11/2016,"9;99 €","9;99 €","18;72 €",87.36,New,,,Default,Owned,https://www.brickeconomy.com/set/41115-1/lego-friends-emmas-creative-workshop
41116-1,"Olivia's Exploration Car",Friends,,2016,185,1,Retail,True,02/01/2016,25/11/2016,"14;99 €","14;99 €","24;02 €",60.21,New,,,Default,Owned,https://www.brickeconomy.com/set/41116-1/lego-friends-olivias-exploration-car
41117-1,Pop Star TV Studio,Friends,Pop Star,2016,194,1,Retail,True,02/01/2016,30/12/2016,"24;99 €","24;99 €","31;86 €",27.47,New,,,Default,Owned,https://www.brickeconomy.com/set/41117-1/lego-friends-tv-studio
41118-1,Heartlake Supermarket,Friends,,2016,313,2,Retail,True,02/01/2016,25/11/2017,"34;99 €","34;99 €","67;51 €",92.95,New,,,Default,Owned,https://www.brickeconomy.com/set/41118-1/lego-friends-heartlake-supermarket
41119-1,Heartlake Cupcake Cafe,Friends,,2016,439,2,Retail,True,02/01/2016,24/11/2017,"39;99 €","39;99 €","55;88 €",39.73,New,,,Default,Owned,https://www.brickeconomy.com/set/41119-1/lego-friends-heartlake-cupcake-cafe
41120-1,Adventure Camp Archery,Friends,Adventure Camp,2016,114,1,Retail,True,02/01/2016,09/03/2017,"9;99 €","9;99 €","12;18 €",21.91,New,,,Default,Owned,https://www.brickeconomy.com/set/41120-1/lego-friends-adventure-camp-archery
41121-1,Adventure Camp Rafting,Friends,Adventure Camp,2016,320,2,Retail,True,02/01/2016,26/11/2016,"29;99 €","29;99 €","33;13 €",10.48,New,,,Default,Owned,https://www.brickeconomy.com/set/41121-1/lego-friends-adventure-camp-rafting
41122-1,Adventure Camp Tree House,Friends,Adventure Camp,2016,726,3,Retail,True,02/01/2016,21/11/2016,"69;99 €","69;99 €","100;73 €",43.93,New,,,Default,Owned,https://www.brickeconomy.com/set/41122-1/lego-friends-adventure-camp-tree-house
41123-1,"Foal's Washing Station",Friends,Vet,2016,77,1,Retail,True,01/08/2016,11/08/2017,"9;99 €","9;99 €","18;44 €",84.54,New,,,Default,Owned,https://www.brickeconomy.com/set/41123-1/lego-friends-foals-washing-station
41124-1,Heartlake Puppy Daycare,Friends,Vet,2016,286,2,Retail,True,01/08/2016,16/11/2017,"29;99 €","29;99 €","40;68 €",35.65,New,,,Default,Owned,https://www.brickeconomy.com/set/41124-1/lego-friends-heartlake-puppy-daycare
41125-1,Horse Vet Trailer,Friends,Vet,2016,370,2,Retail,True,01/08/2016,20/11/2017,"39;99 €","39;99 €","62;44 €",56.13,New,,,Default,Owned,https://www.brickeconomy.com/set/41125-1/lego-friends-horse-vet-trailer
41126-1,Heartlake Riding Club,Friends,,2016,575,2,Retail,True,01/08/2016,27/11/2017,"64;99 €","64;99 €","162;79 €",150.49,New,,,Default,Owned,https://www.brickeconomy.com/set/41126-1/lego-friends-heartlake-riding-club
